CO2,Country of birth/nationality,VAR,Variable,GEN,Gender,COU,Country,YEA,Year,Value,Flag Codes,Flags
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,LUX,Luxembourg,2016,2016,15,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,LUX,Luxembourg,2017,2017,18,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,LUX,Luxembourg,2018,2018,13,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,LUX,Luxembourg,2019,2019,12,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,LUX,Luxembourg,2020,2020,4,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2000,2000,57,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2001,2001,70,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2002,2002,96,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2003,2003,143,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2004,2004,188,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2005,2005,208,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2006,2006,285,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2007,2007,298,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2008,2008,237,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2009,2009,188,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2010,2010,267,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2011,2011,225,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2012,2012,221,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2013,2013,269,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2014,2014,220,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2015,2015,209,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2016,2016,254,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2017,2017,336,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2018,2018,347,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NLD,Netherlands,2019,2019,463,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2000,2000,28,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2001,2001,93,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2002,2002,150,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2003,2003,273,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2004,2004,283,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2005,2005,275,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2006,2006,251,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2007,2007,211,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2008,2008,243,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2009,2009,214,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2010,2010,309,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2011,2011,339,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2012,2012,413,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2013,2013,402,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2014,2014,416,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2015,2015,374,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2016,2016,405,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2017,2017,440,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2018,2018,578,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2019,2019,655,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NZL,New Zealand,2020,2020,379,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2000,2000,28,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2001,2001,30,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2002,2002,31,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2003,2003,57,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2004,2004,87,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2005,2005,80,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2006,2006,102,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2007,2007,87,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2008,2008,90,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2009,2009,99,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2010,2010,115,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2011,2011,126,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2012,2012,134,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2013,2013,156,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2014,2014,125,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2015,2015,121,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2016,2016,148,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2017,2017,87,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2018,2018,69,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2019,2019,64,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,NOR,Norway,2020,2020,95,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2003,2003,112,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2004,2004,91,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2005,2005,23,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2006,2006,2,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2007,2007,30,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2008,2008,3,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2009,2009,343,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2010,2010,181,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2011,2011,66,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2013,2013,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVK,Slovak Republic,2014,2014,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2002,2002,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2003,2003,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2004,2004,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2005,2005,4,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2006,2006,9,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2007,2007,30,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2008,2008,28,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2009,2009,37,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2010,2010,33,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2011,2011,57,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2012,2012,35,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2013,2013,74,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2014,2014,33,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2015,2015,42,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2016,2016,48,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2017,2017,79,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2018,2018,112,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,ESP,Spain,2019,2019,136,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2000,2000,11,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2001,2001,12,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2002,2002,19,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2003,2003,20,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2004,2004,26,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2005,2005,21,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2006,2006,50,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2007,2007,45,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2008,2008,44,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2009,2009,29,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2010,2010,41,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2011,2011,85,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2012,2012,112,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2013,2013,83,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2014,2014,113,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2015,2015,218,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2016,2016,77,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2017,2017,86,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2018,2018,88,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2019,2019,109,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SWE,Sweden,2020,2020,140,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2010,2010,230,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2011,2011,234,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2012,2012,234,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2013,2013,222,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2014,2014,215,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2015,2015,207,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2016,2016,220,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2017,2017,246,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2018,2018,265,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2019,2019,275,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,CHE,Switzerland,2020,2020,339,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2000,2000,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2001,2001,201,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,GBR,United Kingdom,2014,2014,1000,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,EST,Estonia,2017,2017,10,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,EST,Estonia,2018,2018,2,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,EST,Estonia,2019,2019,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2008,2008,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2009,2009,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2010,2010,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2011,2011,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2012,2012,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2013,2013,2,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2014,2014,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2015,2015,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2016,2016,0,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2017,2017,2,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2018,2018,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2019,2019,1,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,SVN,Slovenia,2020,2020,2,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,LVA,Latvia,2020,2020,16,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,TUR,Türkiye,2016,2016,161,,
VNM,Viet Nam,B12,Outflows of foreign population by nationality,TOT,Total,TUR,Türkiye,2017,2017,386,,
